OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE
Jack Hills - Saddle,mineral deposit,WA,"Alumina, Unspecified/Unknown, Magnesia (magnesium oxide), Phosphorus, Sulphur, Iron, Magnetite",117.241,-26.0546
Jack Hills Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Magnesia (magnesium oxide), Phosphorus, Iron, Magnetite",117.241,-26.0546
North Marra Mamba East Pits 1-4,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",119.0742,-23.127
Silver Sheen Asbestos,mineral deposit,WA,Asbestos - serpentine,115.8598,-22.7559
Area J - Anvil,mineral deposit,WA,Iron,117.3133,-22.1718
Cardo Bore North West,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",116.2135,-22.1487
Kens Bore,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",116.1958,-22.0557
PAN 4/10,mineral deposit,WA,"Nickel, Cobalt",121.8457,-28.8145
PAN 9/5,mineral deposit,WA,"Nickel, Cobalt",121.8679,-28.7737
PAN 9/6,Mine - Openpit,WA,"Nickel, Cobalt",121.8816,-28.7581
Warner Glen Road Gravel B / SAMR,Mine - Openpit,WA,Gravel,115.201,-34.077
Governess South,mineral deposit,WA,Limestone,117.7408,-27.4115
Nallan,mineral deposit,WA,Limestone,117.9802,-27.2906
Peak Hill NW,mineral deposit,WA,Manganese,118.6879,-25.6102
Mt Magnet South,Mine - Openpit,WA,Dolomite,117.8452,-28.0715
McAllister 1,Deposit - Unspecified,WA,"Chromium oxide, Chromium, Iron, Titanium, Vanadium, Platinum group elements, Platinum, Palladium",119.0499,-21.3616
Poona Soak,mineral deposit,WA,"Beryl - emerald, Beryl - undifferentiated, Opal",117.4437,-27.1488
Dresser 2,Mine - Openpit,WA,Barite,119.4322,-21.153
Lower Smoke Creek / Ord River,mineral deposit,WA,Diamond - undifferentiated,128.5452,-16.5163
South Plateau 2,mineral deposit,WA,Bauxite,125.7959,-14.8068
Lone Dingo,mineral deposit,WA,Bauxite,125.7729,-14.598
Ophthalmia Ochre,mineral deposit,WA,Ochre,119.7084,-23.0426
Clydesdale Rd Lot 120 Grass Valley,Mine - Openpit,WA,Sand - undifferentiated,116.8545,-31.6276
Oakabella Gravel,mineral deposit,WA,Gravel,114.6624,-28.5529
Bella Vista Gravel,mineral deposit,WA,Gravel,114.6924,-28.5335
Mullet,Mine - Openpit,WA,"Alumina, Phosphorus, Unspecified/Unknown, Iron",123.7379,-16.1191
Barramundi - Koolan,Mine - Openpit,WA,Iron,123.761,-16.1369
Barramundi East - North Pit,Mine - Openpit,WA,Iron,123.7658,-16.1345
Furniss Road Gravel,mineral deposit,WA,Gravel,115.1258,-34.0807
Warner Glen Road Gravel A / SAMR,mineral deposit,WA,Gravel,115.2007,-34.0776
Bullant Drive Gravel,mineral deposit,WA,Gravel,115.1207,-34.1074
Caves Road - Loop Road 3,mineral deposit,WA,Gravel,115.0858,-34.1077
Caves Road - Loop Road 1,mineral deposit,WA,Gravel,115.0795,-34.1079
Jarrahdene Road Gravel,mineral deposit,WA,Gravel,115.0798,-34.1105
Caves Road - Loop Road 2,mineral deposit,WA,Gravel,115.0738,-34.1074
Davies Road Northwest,mineral deposit,WA,Limestone,115.045,-34.1197
Davies Road Central,mineral deposit,WA,Limestone,115.0476,-34.1242
Trig Road 3 - Naturaliste N.P.,mineral deposit,WA,Limestone,115.0475,-34.1563
Vlam Road Gravel 2,mineral deposit,WA,Gravel,115.0996,-34.1399
Vlam Road Gravel 1,mineral deposit,WA,Gravel,115.0996,-34.1411
Bruce Road Gravel Southeast,mineral deposit,WA,Gravel,115.0993,-34.1366
Bruce Road Gravel South,mineral deposit,WA,Gravel,115.0974,-34.1362
Bruce Road Gravel Crown Reserve 37424 - Part A,mineral deposit,WA,Gravel,115.0991,-34.1334
Belele Three Asbc 1,mineral deposit,WA,Asbestos - amphibole,118.3685,-26.4137
Belele Three Asbc 2,mineral deposit,WA,Asbestos - amphibole,118.3695,-26.4141
Belele Three Asbc 3,mineral deposit,WA,Asbestos - amphibole,118.3693,-26.4144
Gap Well Gravel 1,mineral deposit,WA,Gravel,118.3556,-26.8073
Gap Well Gravel 2,mineral deposit,WA,Gravel,118.3419,-26.8247
Kilba Well - Mt Alexander Zone 11,Deposit - Unspecified,WA,"Tungsten trioxide (wolframite), Tungsten",115.5391,-22.7808
Horseshoe Southeast,mineral deposit,WA,Manganese,118.6127,-25.4934
Gap Well Gravel 3,mineral deposit,WA,Gravel,118.3684,-26.7608
Ellendale 9 North Western Channel,mineral deposit,WA,Diamond - undifferentiated,124.8537,-17.556
Perangery Gypsum 3,mineral deposit,WA,Gypsum,116.4388,-29.3611
Ellendale 9 North Eastern Channel,mineral deposit,WA,Diamond - undifferentiated,124.8654,-17.5589
Sandalwood Road Lot 6 Brunswick North / Catalano,mineral deposit,WA,Gravel,115.9228,-33.1731
Boodarie Sand / Young,mineral deposit,WA,Sand - undifferentiated,118.509,-20.409
Southern Cross / Stephen,mineral deposit,WA,Gypsum,119.282,-31.2489
Redgate CID Pits,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.1476,-21.7817
Willies Creek,mineral deposit,WA,Limestone,122.2146,-17.7796
Yeeda Sandstone Rock / McCorry Brown,mineral deposit,WA,"Bush rock, Ornamental stone",123.0179,-17.8186
Comet Hill / Boral,mineral deposit,WA,"Sand - undifferentiated, Gravel",121.0502,-31.0343
Coolup / Cristal,mineral deposit,WA,"Rutile, Heavy minerals, Ilmenite, Zircon",115.9411,-32.7229
Great Northern Hwy Lot 42 Chittering - Pit 1,mineral deposit,WA,"Clay, Kaolin",116.0453,-31.4963
Great Northern Hwy Lot 42 Chittering - Pit 2,mineral deposit,WA,"Clay, Kaolin",116.0498,-31.4987
Great Northern Hwy Lot 42 Chittering - Pit 3,mineral deposit,WA,"Clay, Kaolin",116.0481,-31.4928
Great Northern Hwy Lot 42 Chittering - Pit 4,mineral deposit,WA,"Clay, Kaolin",116.0507,-31.4781
Crest Hill Rd Lot 502 Mooliabeenee / AAA Sands,mineral deposit,WA,Sand - undifferentiated,116.04,-31.3281
PAN 8/2,Mine - Openpit,WA,"Nickel, Cobalt",121.8768,-28.8042
PAN 8/3,mineral deposit,WA,"Nickel, Cobalt",121.8691,-28.8055
PAN 9/3,mineral deposit,WA,"Nickel, Cobalt",121.8701,-28.7725
PAN 9/2,mineral deposit,WA,"Nickel, Cobalt",121.8768,-28.7666
Buller Road Lot 323 Waroona / Hull,mineral deposit,WA,Sand - undifferentiated,115.8209,-32.8657
Waite Kauri Extended,mineral deposit,WA,"Nickel, Cobalt",121.7167,-28.658
Mintaja,mineral deposit,WA,Coal - undifferentiated,115.2169,-30.2064
Deep Creek,mineral deposit,WA,Sand - undifferentiated,122.6926,-17.8233
Nillibubbaca-Yeeda Group / Kimberley Quarry,mineral deposit,WA,"Aggregate - undifferentiated, Bush rock, Sand - undifferentiated, Aggregate - coarse",123.0787,-17.7137
Seven Mile Gravel / Norwest,mineral deposit,WA,Gravel,116.7565,-20.7715
Moore River Limestone 2 / WA Limestone,mineral deposit,WA,"Limestone, Dimension stone",115.5228,-31.3331
Lake Goorly M70/1118 North,mineral deposit,WA,Gypsum,116.8996,-29.9552
Moore River Limestone 1 / WA Limestone,mineral deposit,WA,"Limestone, Dimension stone",115.5179,-31.3226
Ripon Hills A,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Manganese",120.7413,-21.1952
Ripon Hills B,mineral deposit,WA,Manganese,120.7362,-21.197
Ripon Hills C,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Manganese",120.7346,-21.202
Ripon Hills D,mineral deposit,WA,Manganese,120.7447,-21.2008
Ripon Hills E,mineral deposit,WA,Manganese,120.7437,-21.2092
Ripon Hills G,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Manganese",120.7331,-21.2151
Ripon Hills I,mineral deposit,WA,Manganese,120.7511,-21.2327
Ripon Hills J,mineral deposit,WA,Manganese,120.7539,-21.2282
Ripon Hills K,mineral deposit,WA,Manganese,120.7011,-21.2134
Seppelt 1 south lobe,mineral deposit,WA,Diamond - undifferentiated,127.3841,-14.4365
Davis River South,Deposit - Unspecified,WA,Manganese,120.74,-22.1517
Edie Emma,mineral deposit,WA,Tin,118.5333,-21.3673
Sam South - Ridges,Mine - Openpit,WA,Iron,128.2584,-16.631
Peter - Ridges,Deposit - Unspecified,WA,Iron,128.2659,-16.6342
Black Hill,mineral deposit,WA,Iron,128.9074,-19.2526
Ludlow Rd Lot 4-5 Myalup / Catalano,mineral deposit,WA,"Agricultural Lime, Limestone, Limesand",115.6978,-32.9655
Yinnietharra Ta-Nb,mineral deposit,WA,"Tantalum, Niobium",116.1046,-24.5254
F13 South A,mineral deposit,WA,Iron,119.0791,-20.3656
Lena - F13 South B,mineral deposit,WA,Iron,119.073,-20.3719
South Limb - Mt Saint Gorge,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.1418,-20.3358
Ridley 4,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",119.1831,-20.2509
Deadman Hill West,mineral deposit,WA,Iron,119.3596,-23.8186
Pallinup 1 (HMS),Deposit - Unspecified,WA,"Ilmenite, Leucoxene, Zircon, Rutile",118.8378,-34.3855
Pallinup 2 (HMS),Deposit - Unspecified,WA,"Ilmenite, Leucoxene, Zircon, Rutile",119.0826,-34.2496
Coolup East 2,mineral deposit,WA,Heavy minerals,115.9336,-32.7483
Molecap Hill Phosphate,mineral deposit,WA,Phosphate,115.9117,-31.3566
Molecap Hill Glauconite,mineral deposit,WA,"Glauconite, Potassium",115.9117,-31.3562
Lady Vanessa,mineral deposit,WA,Quartz - amethyst,116.601,-24.5021
Yinnietharra / Roe and Hassel 2,mineral deposit,WA,"Beryl - aquamarine, Beryl - emerald, Beryl - undifferentiated",116.1846,-24.5518
Old BHP Deposit 8,Deposit - Unspecified,WA,Iron,116.6644,-22.1877
Old BHP Deposit 1,Deposit - Unspecified,WA,Iron,116.4292,-22.2077
Lora,Deposit - Unspecified,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.5129,-22.2339
Old BHP Deposit 6,Deposit - Unspecified,WA,Iron,116.505,-22.2538
Old BHP Deposit 7,Deposit - Unspecified,WA,Iron,116.4953,-22.2519
Nillibubbaca-Yeeda E,mineral deposit,WA,Aggregate - undifferentiated,123.0586,-17.7615
Nillibubbaca-Yeeda F,mineral deposit,WA,Aggregate - undifferentiated,123.0559,-17.7762
Taylor Range T10,mineral deposit,WA,Iron,117.3476,-25.9636
Taylor Range T8,mineral deposit,WA,Iron,117.3357,-25.979
Dead Goat Hill South Ridge East,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",116.9979,-26.1665
Dead Goat Hill South Ridge Central,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",116.9924,-26.1683
Taylor Range T7,mineral deposit,WA,Iron,117.3344,-25.9853
Bullsbrook South Stage 2,mineral deposit,WA,Clay - brick,116.0488,-31.6959
Bullsbrook South Stage 3,mineral deposit,WA,Clay - brick,116.0502,-31.7031
Carley Bore Zone 1,Deposit - Unspecified,WA,"Uranium oxide, Uranium",114.9963,-23.5045
Baldivis Sand / Holcim,Mine - Openpit,WA,Sand - undifferentiated,115.8149,-32.3925
Allied Tails,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile",115.2804,-29.9315
Catho Well North Pits,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",116.2449,-22.3806
Trinity Bore Iron,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",116.3367,-22.3544
Kings-Solomon,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",117.8698,-22.1595
Moonyoonooka Sand 1 / Pirone,mineral deposit,WA,Sand - undifferentiated,114.7494,-28.7855
Moonyoonooka Sand 2 / Pirone,mineral deposit,WA,Sand - undifferentiated,114.74,-28.7967
Moonyoonooka Gravel / Pirone,mineral deposit,WA,Gravel,114.7492,-28.7922
Moonyoonooka Sand 3 / Pirone,mineral deposit,WA,Sand - undifferentiated,114.7457,-28.8004
Hope Downs 1-3 Group,mineral deposit,WA,Iron,119.118,-22.9592
Mt Caudan Central Open Pit,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Manganese",119.5556,-31.6146
Thatcher Soak / Gold Road,Deposit - Unspecified,WA,"Uranium oxide, Uranium",123.586,-28.016
Piavanini Road Collie Burn / Piavanini,mineral deposit,WA,"Gravel, Sand - undifferentiated",116.2169,-33.3998
Mt Regal Green Chert 2A,Mine - Openpit,WA,"Chert, Ornamental stone, Aggregate - undifferentiated",116.7635,-20.8176
Carter Road Gravel 1,mineral deposit,WA,Gravel,115.053,-33.9252
Carter Road Gravel 2,mineral deposit,WA,Gravel,115.07,-33.9349
Margaret River Gravel,mineral deposit,WA,Gravel,115.0782,-33.9419
Osmington Road Gravel,mineral deposit,WA,Gravel,115.104,-33.9243
Monster,mineral deposit,WA,"Iron, Lithium oxide, Tantalum pentoxide, Lithium, Tantalum, Tin",118.9152,-21.021
Leake Spring amethyst,mineral deposit,WA,Quartz - amethyst,116.5546,-24.5008
Coolup East / Cable,Deposit - Unspecified,WA,Heavy minerals,115.9392,-32.7691
Harvey 1 (Sd),Mine - Openpit,WA,Sand - undifferentiated,115.7975,-33.0587
Harvey 3 (Sd),Mine - Openpit,WA,Sand - undifferentiated,115.8026,-33.0958
Burekup Sand,Mine - Openpit,WA,Sand - undifferentiated,115.8231,-33.3484
Dardanup 2,Mine - Openpit,WA,Sand - undifferentiated,115.7326,-33.4232
Gingin North Glauconite,mineral deposit,WA,Glauconite,115.9327,-31.3286
King Sound 2,mineral deposit,WA,"Tungsten, Tin",124.6766,-16.9748
King Sound 3,mineral deposit,WA,"Tungsten, Arsenic",124.6775,-16.9752
King Sound 4,mineral deposit,WA,"Tungsten, Arsenic",124.6789,-16.9758
King Sound 6,mineral deposit,WA,"Tungsten, Arsenic",124.6805,-16.976
Norman Well - Northampton (66),mineral deposit,WA,Lead,114.7159,-28.4175
Oakagee (66),mineral deposit,WA,Lead,114.6424,-28.5606
Wheal Ina - Galena (66),mineral deposit,WA,Lead,114.6825,-27.8415
Yiapa - Baddera (66),mineral deposit,WA,Lead,114.6149,-28.2547
Ledge Point Central / Adelaide Brighton,mineral deposit,WA,Limesand,115.3654,-31.0743
Cookes Hill Quarry / Elazac,mineral deposit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Bush rock, Dolerite, Sand - undifferentiated, Aggregate - marine",118.6679,-20.7236
Calinup Rd Gelorup Lot 2 / Hanson,mineral deposit,WA,Sand - undifferentiated,115.6272,-33.4411
Koolyanobbing E,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.5651,-30.8489
Koolyanobbing F3,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.6131,-30.8765
Lake Goorly M70/1079,mineral deposit,WA,Gypsum,116.9846,-29.9549
Blue Hills North - BH2,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",116.8209,-29.1496
Karara - Blue Hills Magnetite,mineral deposit,WA,"Alumina, Unspecified/Unknown, Magnesia (magnesium oxide), Phosphorus, Sulphur, Iron, Magnetite",116.7744,-29.1875
Mungada South,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.9069,-29.1633
Mungada Skyhook,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.9088,-29.1512
Radio Hill South - Woodie Woodie,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Manganese",121.2239,-21.5736
Radio Hill South Extension - Woodie Woodie,mineral deposit,WA,Manganese,121.2223,-21.5723
Injinu Hills Rose Quartz,mineral deposit,WA,Quartz - rose,116.3857,-24.7112
Yinnietharra Dravite 3,mineral deposit,WA,Tourmaline,116.1756,-24.5731
Marillana Agate / Archer,mineral deposit,WA,Agate,119.5612,-22.6878
Ellendale 9 West,mineral deposit,WA,Diamond - undifferentiated,124.8553,-17.5639
Sheela Bore Middle quarry,mineral deposit,WA,"Marble, Dimension stone",115.7951,-23.5279
Sheela Bore Top quarry,mineral deposit,WA,"Marble, Dimension stone",115.7937,-23.5276
FIN9 - Mt Watts,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Manganese",120.0907,-30.5879
Port Gregory Environmental Group,mineral deposit,WA,"Garnet, Heavy minerals, Ilmenite, Zircon",114.2106,-28.0896
Lake Cobham Gypsum,Mine - Openpit,WA,Gypsum,119.2729,-33.4397
Mt Matthew,mineral deposit,WA,Iron,117.2371,-26.058
Brindal,mineral deposit,WA,Iron,117.2387,-26.0746
North East Ridge,mineral deposit,WA,Iron,117.2784,-26.0247
Nillibubbaca-Yeeda C,mineral deposit,WA,Aggregate - undifferentiated,123.0671,-17.7378
Nillibubbaca-Yeeda D,mineral deposit,WA,Aggregate - undifferentiated,123.0649,-17.7477
Big Hill 2,mineral deposit,WA,"Tungsten, Fluorite",120.4615,-21.6568
House Creek Quarry,mineral deposit,WA,Gravel,120.0577,-21.3529
Mt Francisco / McLeod DW (45),mineral deposit,WA,Tin,118.5835,-21.3421
Mt Francisco / McPherson and Fetwadjieffa (45),mineral deposit,WA,"Tin, Tantalum, Niobium, Tin oxide/cassiterite, Niobium pentoxide",118.5726,-21.378
Mt Francisco / O'Donnell (45),mineral deposit,WA,Beryl - undifferentiated,118.5572,-21.3733
Mt Francisco / Otway 2 (45),mineral deposit,WA,Beryl - undifferentiated,118.5558,-21.375
Mt Francisco / Thomson Coffin and Ball (45),mineral deposit,WA,Beryl - undifferentiated,118.5569,-21.3764
Mt Francisco / White (45),mineral deposit,WA,Beryl - undifferentiated,119.0924,-20.7964
Mt Tinstone - Wodgina (45),mineral deposit,WA,"Tin oxide/cassiterite, Tin",118.6754,-21.1936
Old Shaw (45),mineral deposit,WA,"Tin, Tin oxide/cassiterite",119.4676,-21.6726
OK - Moolyella (45),mineral deposit,WA,"Tin, Tin oxide/cassiterite",119.8955,-21.1232
Pilgangoora / McLeod (45),mineral deposit,WA,"Tantalum, Niobium, Niobium pentoxide",118.9055,-21.043
Pilgangoora / Perron (45),mineral deposit,WA,Beryl - undifferentiated,118.8956,-21.0736
Universal Leases (Moolyella Creek),mineral deposit,WA,"Tin, Tin oxide/cassiterite",119.902,-21.1397
Siffleets Reward - Wodgina (45),mineral deposit,WA,"Tin, Tin oxide/cassiterite",118.6127,-21.2677
Yiapa Lead (66),mineral deposit,WA,Lead,114.6149,-28.2547
Wingellina - Irrunijtju Community Chrysoprase (69),mineral deposit,WA,Chrysoprase,128.9692,-26.0648
Balingup Plant / WA Minerals (70),mineral deposit,WA,Talc,116.074,-33.7524
Bindi Bindi (70),mineral deposit,WA,Unspecified/Unknown,116.3615,-30.6059
Bornholm / Wolfe SH (70),mineral deposit,WA,"Agricultural Lime, Limesand, Limestone",117.5733,-35.0581
Boyanup Silica Sand / Westralian Sands (70),mineral deposit,WA,"Unspecified/Unknown, Silica sand",115.715,-33.4444
Glenlynn / Mabey Talc (70),mineral deposit,WA,Talc,116.1501,-34.024
Bulagin (70),mineral deposit,WA,Salt,117.3364,-31.3117
Byford / Swaby (70),mineral deposit,WA,Clay - brick,116.0371,-32.2606
Byford / Swaby Fw (70),mineral deposit,WA,Clay - brick,116.0378,-32.2631
Clackline / Clackline (70),mineral deposit,WA,"Clay - brick, Sand - undifferentiated",116.4995,-31.7091
Clackline / Oma (70),mineral deposit,WA,"Unspecified/Unknown, Silica sand",116.5012,-31.6985
Coogee South (70),mineral deposit,WA,"Sand - undifferentiated, Limestone",115.8017,-32.182
Eagle Bay (70),mineral deposit,WA,Limestone,116.0124,-34.8292
Goomalling / Brisbane (70),mineral deposit,WA,Kaolin,116.6553,-31.3035
Goomalling / Calyx (70),mineral deposit,WA,"Kaolin, Clay",116.6552,-31.3091
Hamersley Range / Hancock LG (70),mineral deposit,WA,Asbestos - crocidolite,117.4293,-22.327
Hamersley Range / Hancock S (70),mineral deposit,WA,Unspecified/Unknown,117.4293,-22.327
Hamersley Range / Maley (70),mineral deposit,WA,Asbestos - crocidolite,117.3955,-22.3173
Hines Hill / Feineler (70),mineral deposit,WA,Gypsum,118.0734,-31.5216
Hines Hill 2 / Fitzgerald (70),mineral deposit,WA,Gypsum,118.0785,-31.5264
Hines Hill / Ripper (70),mineral deposit,WA,Gypsum,118.0728,-31.5271
Jandakot / Readymix (70),mineral deposit,WA,Silica sand,115.8797,-32.1201
Jandakot / Swan (70),mineral deposit,WA,Limestone,115.7998,-32.1677
Jurien Bay Guano / Ward (70),mineral deposit,WA,Phosphate,115.0872,-30.2271
Kellerberrin (70),mineral deposit,WA,Gypsum,117.7068,-31.7078
Koorda SW (70),mineral deposit,WA,Gypsum,117.4565,-30.8434
Lake Campion / Martin and Hardy (70),mineral deposit,WA,Alunite,118.433,-31.1005
Lake Murray - Baandee (70),mineral deposit,WA,Gypsum,117.9895,-31.3476
Manjimup Quartzite,mineral deposit,WA,"Quartzite, Dimension stone, Quartz - undifferentiated",116.1395,-34.1929
Marra Mamba (70),mineral deposit,WA,Asbestos - crocidolite,117.4296,-22.3215
Laverton - Mt Lucky Mn (38),mineral deposit,WA,"Iron, Manganese ore, Manganese",122.515,-28.779
Mt Magnet Quartz / McQuillen (58),mineral deposit,WA,Quartz - undifferentiated,118.2406,-28.186
Mt Manypeaks (70),mineral deposit,WA,Limestone,118.2002,-34.9003
McCarthys,mineral deposit,WA,Graphite,120.8604,-33.6568
Munglinup / Halbert (70),mineral deposit,WA,Graphite,120.8586,-33.6635
Near Hill 1,mineral deposit,WA,"Kaolin, Clay - brick",123.1011,-18.3977
Near Hill 2,mineral deposit,WA,"Kaolin, Clay - brick",123.1125,-18.4029
Carlinga Well Kaolin,mineral deposit,WA,Kaolin,115.8766,-28.0189
Lynton South - Port Gregory,mineral deposit,WA,"Heavy minerals, Garnet, Ilmenite, Zircon",114.283,-28.1808
Nanga Brook Rd Lot 731 Waroona / Hull,mineral deposit,WA,"Aggregate - undifferentiated, Gravel",115.9819,-32.8011
PAN 9/4,mineral deposit,WA,"Nickel, Cobalt",121.8689,-28.7853
Deep Creek Ferricrete,mineral deposit,WA,"Gravel, Bush rock, Limestone",122.8271,-17.7743
Cataby Pit 16,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile",115.5139,-30.7316
Cataby Pit 15,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile",115.5154,-30.7424
Cataby Pit 14A,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile",115.5195,-30.729
PAN 1/2 East and West,Mine - Openpit,WA,"Nickel, Cobalt",121.9218,-28.7963
PAN 18/3,mineral deposit,WA,"Nickel, Cobalt",121.8604,-28.7664
PAN 2/2,mineral deposit,WA,"Nickel, Cobalt",121.8895,-28.7471
Murrin Murrin Calcrete 1,mineral deposit,WA,"Caliche, Unspecified/Unknown, Limestone",122.1317,-28.4793
